quantity_id,recipe_id,ingredient_id,max_qty,min_qty,unit,preparation,optional
158,232,1671,0.5,0.5,teaspoon(s),,False
159,232,2253,1.0,1.0,cup(s),diced peeled,False
160,232,792,4.0,4.0,cup(s),,False
161,232,374,4.0,4.0,tablespoon(s),,False
162,232,778,5.0,4.0,tablespoon(s),strong,False
164,233,3595,0.5,0.5,teaspoon(s),,False
165,233,3334,2.0,2.0,tablespoon(s),,False
168,234,3021,1.0,1.0,dash(es),,False
169,234,74,1.0,1.0,16 oz. can(s)," drained, rinsed, separated ",False
171,234,35,2.0,2.0,tablespoon(s)," chopped, blanched ",False
172,234,78,0.25,0.25,cup(s),,False
173,234,889,0.5,0.5,teaspoon(s),,False
174,234,1696,0.13,0.13,teaspoon(s),,False
175,235,3437,4.0,4.0,cup(s),,False
176,235,3334,1.0,1.0,cup(s),,False
177,235,2019,0.25,0.25,cup(s),,False
178,235,889,0.33,0.33,cup(s),,False
181,236,924,0.13,0.13,teaspoon(s),,False
182,236,1696,0.13,0.13,teaspoon(s),,False
183,236,3334,0.67,0.67,cup(s),,False
184,236,1495,1.0,1.0,6 oz. can(s),,False
185,236,3649,0.5,0.5,cup(s),,False
186,236,889,1.5,1.5,tablespoon(s),,False
188,237,3118,0.5,0.5,cup(s),,False
189,237,2219,1.0,1.0,cup(s),,False
191,237,1267,1.5,1.5,cup(s),,False
192,237,3021,1.0,1.0,teaspoon(s),,False
193,237,125,2.0,2.0,teaspoon(s),,False
194,237,12,0.25,0.25,cup(s),,False
195,237,2432,1.5,1.5,cup(s),,False
196,237,2788,0.5,0.5,cup(s),,False
197,237,2426,0.5,0.5,cup(s),chopped,False
198,238,374,1.25,1.25,cup(s),softened,False
199,238,3618,0.33,0.33,cup(s),,False
200,238,351,1.25,1.25,cup(s),,False
201,238,3334,1.25,1.25,cup(s),,False
203,238,3595,2.5,2.5,teaspoon(s),,False
204,238,30,1.75,1.75,cup(s),,False
205,238,3759,0.75,0.75,cup(s),,False
206,238,768,1.0,1.0,cup(s),,False
207,238,126,1.5,1.5,teaspoon(s),,False
208,238,3021,0.5,0.5,teaspoon(s),,False
209,238,2472,2.5,2.5,cup(s)," roasted, chopped ",False
211,239,3334,0.25,0.25,cup(s),granulated,False
212,239,3649,1.0,1.0,cup(s),,False
213,239,882,0.13,0.13,cup(s),light,False
214,239,2019,2.0,2.0,tablespoon(s),,False
215,239,1615,0.25,0.25,cup(s),,False
218,240,3334,0.25,0.25,cup(s),,False
219,240,889,1.5,1.5,tablespoon(s),,False
220,240,3021,0.0,0.0,dash(es),,False
221,240,3649,3.0,3.0,tablespoon(s),,False
222,240,374,2.0,2.0,teaspoon(s),,False
223,240,2577,3.0,3.0,tablespoon(s)," chopped, toasted ",False
224,241,60,0.75,0.75,cup(s),,False
225,241,3334,0.5,0.5,cup(s),,False
227,241,60,0.5,0.5,cup(s),or white grape juice,False
228,241,324,3.0,3.0,tablespoon(s),,False
229,242,1267,0.5,0.5,cup(s),,False
230,242,3334,0.5,0.5,cup(s),,False
231,242,2204,0.25,0.25,teaspoon(s),,False
232,242,738,0.5,0.5,teaspoon(s),ground,False
235,242,374,1.0,1.0,tablespoon(s),,False
237,242,3334,1.0,1.0,tablespoon(s),,False
238,243,1267,2.0,2.0,cup(s),sifted,False
239,243,126,1.0,1.0,teaspoon(s),,False
240,243,3021,1.0,1.0,teaspoon(s),,False
241,243,2220,0.5,0.5,cup(s),,False
242,243,2043,2.5,2.5,cup(s),firmly packed,False
245,243,3595,1.0,1.0,teaspoon(s),,False
246,243,2775,2.0,2.0,cup(s),,False
247,243,936,2.0,2.0,cup(s),oven toasted,False
248,243,3640,0.5,0.5,cup(s),chopped,False
249,244,2298,3.0,3.0,cup(s),grated raw,False
250,244,12,1.0,1.0,cup(s),,False
251,244,3334,0.75,0.75,cup(s),,False
253,244,2220,2.0,2.0,tablespoon(s),melted,False
254,244,738,1.0,1.0,teaspoon(s),,False
255,244,2428,1.0,1.0,teaspoon(s),,False
256,244,3021,0.25,0.25,teaspoon(s),,False
257,245,3649,2.0,2.0,cup(s),,False
259,245,3334,2.0,2.0,tablespoon(s),,False
260,245,2019,2.0,2.0,tablespoon(s),,False
261,245,3595,0.25,0.25,teaspoon(s),,False
265,246,3334,1.0,1.0,tablespoon(s),,False
266,246,61,1.0,1.0,tablespoon(s),undiluted,False
267,246,1684,2.0,2.0,teaspoon(s),,False
268,246,3558,1.5,1.5,cup(s),,False
269,246,3759,1.5,1.5,cup(s),,False
270,246,3334,0.75,0.75,cup(s),,False
271,246,125,1.0,1.0,tablespoon(s),,False
272,246,3021,0.5,0.5,teaspoon(s),,False
273,246,550,0.5,0.5,cup(s),,False
274,246,60,1.0,1.0,cup(s),,False
275,246,3595,4.0,4.0,teaspoon(s),,False
278,246,2454,0.5,0.5,cup(s),,False
279,247,3334,1.0,1.0,cup(s),,False
280,247,3334,2.0,2.0,tablespoon(s),,False
281,247,363,0.5,0.5,cup(s),,False
283,247,3759,2.0,2.0,cup(s),,False
284,247,125,1.0,1.0,teaspoon(s),,False
285,247,126,0.5,0.5,teaspoon(s),,False
286,247,3021,0.5,0.5,teaspoon(s),,False
287,247,2428,0.5,0.5,teaspoon(s),,False
288,247,2459,1.0,1.0,tablespoon(s),grated,False
289,247,2327,2.0,2.0,tablespoon(s),,False
290,247,3595,1.0,1.0,teaspoon(s),,False
291,247,738,0.5,0.5,teaspoon(s),,False
292,248,2432,0.5,0.5,cup(s),uncooked,False
293,248,1803,1.0,1.0,cup(s),,False
294,248,3021,0.5,0.5,teaspoon(s),,False
295,248,363,1.5,1.5,tablespoon(s),,False
296,248,3792,1.0,1.0,package(s),,False
297,248,3649,0.25,0.25,cup(s),very warm,False
298,248,3334,1.5,1.5,teaspoon(s),,False
299,248,351,0.33,0.33,cup(s),packed,False
300,248,1267,2.5,2.0,cup(s),,False
302,248,1351,1.0,1.0,teaspoon(s),grated,False
303,248,792,0.5,0.5,cup(s),,False
304,248,2327,2.0,2.0,teaspoon(s),hot,False
305,248,3595,0.25,0.25,teaspoon(s),,False
306,249,802,3.0,3.0,cup(s),,False
307,249,2284,2.0,2.0,cup(s),diced peeled,False
308,249,1376,1.0,1.0,cup(s),chopped,False
309,249,351,0.5,0.5,cup(s)," divided, packed ",False
310,249,1267,0.33,0.33,cup(s),divided,False
312,249,2948,0.25,0.25,cup(s),,False
313,249,374,3.0,3.0,tablespoon(s),,False
314,249,2577,0.25,0.25,cup(s),chopped,False
315,249,770,0.25,0.25,cup(s),flaked,False
318,250,3334,0.5,0.5,cup(s),,False
319,250,1267,0.33,0.33,cup(s),,False
320,250,1351,1.0,1.0,teaspoon(s),finely grated,False
323,251,3118,0.25,0.25,cup(s),,False
324,251,3074,1.0,1.0,ounce(s),,False
325,251,2219,0.5,0.5,cup(s),,False
326,251,3595,1.0,1.0,teaspoon(s),,False
327,251,3334,0.5,0.5,cup(s),,False
329,251,1267,0.5,0.5,cup(s),sifted,False
330,251,125,0.25,0.25,teaspoon(s),,False
331,251,3021,0.25,0.25,teaspoon(s),,False
332,251,2426,0.5,0.5,cup(s),chopped,False
333,252,2472,1.0,1.0,cup(s),chopped,False
334,252,3334,1.0,1.0,cup(s),,False
335,252,2046,0.5,0.5,cup(s),,False
336,252,3021,0.5,0.5,teaspoon(s),,False
337,252,2220,1.0,1.0,tablespoon(s),,False
338,252,3595,1.0,1.0,teaspoon(s),,False
339,252,126,1.0,1.0,teaspoon(s),,False
340,253,841,0.5,0.5,cup(s),,False
341,253,2342,2.0,2.0,ounce(s),,False
343,253,3334,3.0,3.0,tablespoon(s),,False
344,253,3595,0.5,0.5,teaspoon(s),,False
345,253,2417,1.0,1.0,cup(s),,False
347,254,489,32.0,32.0,ounce(s),chunky in juice,False
348,254,740,1.0,1.0,cup(s),,False
349,254,35,0.25,0.25,cup(s)," toasted, sliced ",False
350,254,2220,2.0,2.0,tablespoon(s),soft,False
351,254,351,2.0,2.0,tablespoon(s),,False
352,254,738,1.0,1.0,teaspoon(s),,False
353,254,2410,0.5,0.5,cup(s),vanilla,False
354,254,2428,0.25,0.25,teaspoon(s),ground,False
355,255,1267,1.5,1.5,cup(s),,False
356,255,3334,1.0,1.0,cup(s),,False
357,255,3586,3.0,3.0,teaspoon(s),,False
358,255,3021,0.5,0.5,teaspoon(s),,False
359,255,126,1.0,1.0,teaspoon(s),,False
360,255,374,3.0,3.0,tablespoon(s),,False
361,255,3595,1.0,1.0,tablespoon(s),,False
362,255,3703,1.0,1.0,tablespoon(s),,False
363,255,782,1.0,1.0,cup(s),,False
364,256,1267,0.5,0.5,cup(s),,False
365,256,3586,0.25,0.25,cup(s),,False
366,256,792,1.25,1.25,cup(s),,False
367,256,995,2.0,2.0,tablespoon(s),,False
368,256,3595,1.0,1.0,tablespoon(s),,False
369,256,374,2.0,2.0,tablespoon(s),,False
370,256,12,0.5,0.5,cup(s),,False
372,257,3334,3.0,3.0,tablespoon(s),,False
373,257,2454,1.0,1.0,cup(s),,False
374,257,2459,1.0,1.0,tablespoon(s),grated,False
375,258,802,3.0,3.0,cup(s),,False
376,258,1373,3.0,3.0,cup(s)," thawed and drained, if frozen ",False
377,258,351,0.25,0.25,cup(s),firmly packed,False
378,258,351,3.0,3.0,tablespoon(s),firmly packed,False
380,258,2903,0.33,0.33,cup(s),,False
381,258,3759,0.25,0.25,cup(s),,False
382,258,3640,0.25,0.25,cup(s),chopped,False
383,258,1684,1.0,1.0,teaspoon(s),,False
384,258,2220,3.0,3.0,tablespoon(s),,False
385,259,2196,2.0,2.0,cup(s),,False
386,259,708,1.0,1.0,cup(s),in crumbs,False
387,259,374,2.0,2.0,tablespoon(s),melted,False
388,259,3338,3.0,3.0,packet(s),,False
389,259,2454,3.0,3.0,tablespoon(s),,False
390,259,3567,1.0,1.0,envelope(s),,False
391,259,1513,2.0,2.0,cup(s),thawed,False
392,259,2459,1.0,1.0,teaspoon(s),grated,False
393,259,1363,2.0,2.0,cup(s),pitted,False
394,260,1267,1.0,1.0,cup(s),,False
395,260,3334,1.0,1.0,cup(s),,False
396,260,3586,0.75,0.75,cup(s),,False
397,260,125,2.0,2.0,teaspoon(s),,False
398,260,399,1.0,1.0,cup(s),finely chopped,False
399,260,12,0.75,0.75,cup(s),,False
400,260,374,2.0,2.0,tablespoon(s),melted,False
401,260,351,0.5,0.5,cup(s),packed,False
402,260,3649,1.5,1.5,cup(s),,False
403,261,2417,1.0,1.0,cup(s),,False
405,261,1553,2.0,2.0,tablespoon(s),,False
406,261,3595,0.25,0.25,teaspoon(s),,False
407,261,2978,0.5,0.5,teaspoon(s),,False
410,262,1612,0.75,0.75,cup(s),crushed,False
411,262,2141,2.0,2.0,tablespoon(s),melted,False
412,262,2092,15.0,15.0,ounce(s),,False
413,262,4289,8.0,8.0,ounce(s),,False
414,262,3334,1.0,1.0,cup(s),,False
415,262,30,2.0,2.0,tablespoon(s),,False
416,262,2019,2.0,2.0,tablespoon(s),,False
417,262,2048,1.0,1.0,8 oz. package(s),softened,False
418,262,1178,0.75,0.75,cup(s)," refrigerated or frozen, thawed ",False
419,262,3595,2.5,2.5,teaspoon(s),,False
420,262,1440,2.0,2.0,cup(s),sliced,False
422,263,3334,1.0,1.0,cup(s),,False
424,263,2019,4.5,4.5,teaspoon(s),,False
425,263,1351,0.75,0.75,teaspoon(s),grated,False
426,263,3595,1.5,1.5,teaspoon(s),,False
427,263,3021,1.0,1.0,dash(es),,False
428,263,386,2.0,2.0,cup(s),,False
429,264,60,0.75,0.75,cup(s),or white grape juice or water,False
430,264,3334,0.5,0.5,cup(s),,False
432,264,2454,3.0,3.0,tablespoon(s),,False
433,264,2459,2.0,2.0,teaspoon(s),finely grated,False
434,265,363,1.0,1.0,tablespoon(s),,False
435,265,3334,0.25,0.25,cup(s),,False
436,265,3021,0.25,0.25,teaspoon(s),,False
438,265,1267,1.75,1.75,cup(s),,False
439,265,125,2.0,2.0,teaspoon(s),,False
440,265,2327,0.25,0.25,cup(s),,False
441,265,2552,1.0,1.0,cup(s),sliced,False
442,265,351,0.25,0.25,cup(s),,False
443,265,738,1.0,1.0,teaspoon(s),,False
444,265,363,1.0,1.0,tablespoon(s),,False
446,266,374,2.0,2.0,tablespoon(s),melted,False
447,266,351,3.0,3.0,tablespoon(s),firmly packed,False
448,266,1043,0.67,0.67,cup(s),plumped,False
449,266,3334,0.33,0.33,cup(s),,False
450,266,12,0.33,0.33,cup(s),scalded,False
451,266,841,1.25,1.25,cup(s),,False
452,266,3021,0.25,0.25,teaspoon(s),,False
453,266,1684,0.25,0.25,teaspoon(s),,False
454,266,1696,0.13,0.13,teaspoon(s),,False
456,266,3595,1.0,1.0,teaspoon(s),,False
462,267,3570,3.0,3.0,tablespoon(s),,False
463,267,3586,6.0,6.0,tablespoon(s),,False
464,267,351,5.0,5.0,tablespoon(s),firmly packed,False
465,267,3595,1.0,1.0,dash(es),,False
466,267,998,0.25,0.25,cup(s),,False
467,267,998,1.0,1.0,tablespoon(s),,False
468,268,399,1.5,1.5,cup(s),chopped,False
469,268,1042,0.5,0.5,cup(s),snipped,False
470,268,60,0.25,0.25,cup(s),or orange juice,False
471,268,2976,0.25,0.25,cup(s)," brandy, or sherry ",False
472,268,3334,1.0,1.0,cup(s),,False
474,268,3595,1.0,1.0,tablespoon(s),,False
475,268,1267,1.25,1.25,cup(s),,False
476,268,125,1.0,1.0,teaspoon(s),,False
477,268,3021,0.5,0.5,teaspoon(s),,False
478,268,2579,1.5,1.5,cup(s),chopped,False
479,269,3759,0.67,0.67,cup(s),stone-ground,False
480,269,125,1.0,1.0,teaspoon(s),,False
482,269,351,0.33,0.33,cup(s),packed,False
483,269,3357,1.5,1.5,tablespoon(s),melted and cooled,False
484,269,2417,0.5,0.5,cup(s),,False
485,269,3595,0.25,0.25,teaspoon(s),,False
486,269,1780,0.5,0.5,teaspoon(s),,False
488,270,3584,4.0,4.0,ounce(s),,False
489,270,363,5.0,5.0,ounce(s),,False
490,270,3595,1.0,1.0,teaspoon(s),,False
491,270,4288,1.67,1.67,cup(s)," or canned, drained ",False
492,270,792,2.0,2.0,pound(s),,False
493,271,792,1.0,1.0,pound(s),,False
494,271,768,0.67,0.67,cup(s),,False
495,271,3021,0.25,0.25,teaspoon(s),,False
496,271,2327,0.25,0.25,cup(s),,False
497,271,3595,2.0,2.0,teaspoon(s),,False
498,271,2654,0.25,0.25,teaspoon(s),,True
499,271,374,0.5,0.5,cup(s),,False
500,271,2653,0.5,0.5,cup(s)," chopped, shelled ",False
501,272,3757,4.0,4.0,cup(s)," stale, cubed ",False
502,272,2417,1.0,1.0,cup(s),,False
503,272,60,0.5,0.5,cup(s),,False
504,272,2253,4.0,4.0,cup(s),peeled thinly sliced,False
505,272,2788,0.25,0.25,cup(s),,False
506,272,1351,1.0,1.0,teaspoon(s),grated,False
507,272,1684,1.0,1.0,teaspoon(s),,False
508,272,1696,0.25,0.25,teaspoon(s),,False
510,272,3334,2.0,2.0,tablespoon(s),,False
511,272,3595,0.5,0.5,teaspoon(s),,False
515,273,3582,1.0,1.0,cup(s),,False
516,273,770,1.0,1.0,tablespoon(s),flaked,False
517,273,2426,2.0,2.0,teaspoon(s),chopped,False
519,274,3334,5.0,5.0,tablespoon(s),,False
520,274,3649,0.5,0.5,cup(s),,False
521,274,752,0.75,0.75,cup(s),,False
522,274,758,2.0,2.0,whole,,False
523,274,738,3.0,3.0,stick(s),,False
524,274,1350,1.0,1.0,tablespoon(s),,False
525,275,1155,4.0,4.0,cup(s),,False
526,275,3649,1.0,1.0,cup(s),,False
528,275,1351,1.0,1.0,tablespoon(s),grated,False
529,275,2459,1.0,1.0,tablespoon(s),grated,False
531,275,758,3.0,3.0,whole,,False
534,275,1414,1.0,1.0,pint(s),,False
535,275,2189,3.0,3.0,tablespoon(s),plain,False
536,275,1356,1.0,1.0,teaspoon(s),chopped,False
538,276,391,2.0,2.0,cup(s),or other red wine,False
539,276,3334,0.75,0.75,cup(s),,False
542,276,1388,1.0,1.0,cup(s),thawed,False
543,276,2653,0.25,0.25,cup(s)," shelled, chopped ",False
545,277,351,0.5,0.5,cup(s),firmly packed,False
546,277,889,2.0,2.0,tablespoon(s),,False
547,277,2459,1.0,1.0,tablespoon(s),grated,False
548,277,1696,0.75,0.75,teaspoon(s),,False
549,277,560,0.5,0.5,teaspoon(s),ground,False
550,277,2454,1.0,1.0,tablespoon(s),,False
551,277,1298,6.0,6.0,cup(s)," rinsed, drained ",False
552,277,2627,1.0,1.0,10 oz. package(s),,False
553,277,374,2.0,2.0,tablespoon(s),,False
554,277,12,1.0,1.0,tablespoon(s),,False
555,277,3090,0.25,0.25,cup(s),,False
556,278,363,0.33,0.33,cup(s),,False
557,278,3334,0.75,0.75,cup(s),,False
559,278,1199,0.75,0.75,cup(s),,False
560,278,2298,2.0,2.0,cup(s)," not packed in syrup, mashed ",False
561,278,3595,1.0,1.0,teaspoon(s),,False
562,278,3021,0.25,0.25,teaspoon(s),,False
564,279,2259,4.0,4.0,pound(s),almost overripe,False
565,279,3334,2.0,2.0,cup(s),,False
566,279,3649,2.0,2.0,cup(s),,False
568,279,1350,2.0,2.0,tablespoon(s),,False
570,280,76,2.0,2.0,16 oz. can(s),drained,False
571,280,3649,0.33,0.33,cup(s),,False
573,280,3334,0.33,0.33,cup(s),,False
574,280,3595,1.0,1.0,teaspoon(s),,False
575,281,1200,1.0,1.0,12 oz. can(s),,False
576,281,1413,2.0,2.0,cup(s),cooked,False
578,281,3334,0.75,0.75,cup(s),,False
579,281,3595,2.0,2.0,teaspoon(s),,False
580,281,3769,0.5,0.5,cup(s),,False
581,281,125,0.75,0.75,teaspoon(s),,False
582,281,2060,0.25,0.25,teaspoon(s),,False
583,281,363,2.0,2.0,tablespoon(s)," melted, or oil ",False
584,281,738,1.0,1.0,teaspoon(s),,False
585,281,1690,0.5,0.5,teaspoon(s),,False
586,281,1685,0.25,0.25,teaspoon(s),,False
587,282,1363,2.0,2.0,cup(s)," pitted, halved ",False
588,282,3649,0.25,0.25,cup(s),,False
589,282,3334,2.0,2.0,tablespoon(s),,False
590,282,1351,0.5,0.5,teaspoon(s),grated,False
591,282,1684,0.13,0.13,teaspoon(s),,False
593,283,3649,1.0,1.0,cup(s),,False
594,283,1780,0.25,0.25,cup(s),,False
595,283,2019,1.0,1.0,tablespoon(s),,False
596,283,3595,1.0,1.0,teaspoon(s),,False
597,283,60,0.25,0.25,cup(s),,False
598,283,2196,1.0,1.0,cup(s),,False
600,284,60,1.5,1.5,cup(s),,False
601,284,1351,1.5,1.5,teaspoon(s),grated,False
602,284,1690,0.13,0.13,teaspoon(s),,False
603,285,1267,1.0,1.0,cup(s),,False
604,285,3334,0.75,0.75,cup(s),,False
605,285,125,1.5,1.5,teaspoon(s),,False
606,285,3021,0.25,0.25,teaspoon(s),,False
607,285,363,0.25,0.25,cup(s),,False
608,285,2327,0.25,0.25,cup(s),,False
610,285,889,4.0,4.0,teaspoon(s),,False
611,285,738,0.25,0.25,teaspoon(s),,False
612,285,1305,2.5,2.5,pound(s)," pitted, sliced ",False
614,286,3820,0.5,0.5,cup(s),or red wine,False
615,286,3334,0.5,0.5,cup(s),,False
616,286,3649,0.25,0.25,cup(s),,False
618,287,841,1.33,1.33,cup(s),,False
619,287,2417,0.33,0.33,cup(s),,False
620,287,3595,1.0,1.0,teaspoon(s),,False
621,287,3338,3.0,3.0,packet(s),,False
623,287,3672,0.25,0.25,cup(s),whipped,False
625,288,1,2.0,2.0,cup(s),,False
626,288,1388,1.5,1.5,cup(s)," thawed, if frozen ",False
627,288,3595,1.0,1.0,teaspoon(s),,False
628,288,3567,1.0,1.0,envelope(s),,False
629,288,3334,0.67,0.67,cup(s),,False
630,288,12,0.5,0.5,cup(s),,False
632,288,709,1.0,1.0,6 ounce(s),readymade,False
635,289,3665,0.5,0.5,cup(s),,False
636,289,1267,1.0,1.0,cup(s),,False
637,289,3334,0.75,0.75,cup(s),,False
638,289,126,0.75,0.75,teaspoon(s),,False
639,289,125,0.5,0.5,teaspoon(s),,False
640,289,3021,0.5,0.5,teaspoon(s),,False
641,289,1684,1.5,1.5,teaspoon(s),,False
642,289,1696,0.5,0.5,teaspoon(s),,False
644,289,3618,0.5,0.5,cup(s),,False
645,289,3595,1.0,1.0,teaspoon(s),,False
646,289,2260,1.0,1.0,cup(s),grated,False
647,289,403,1.0,1.0,cup(s),diced,False
648,289,3640,0.5,0.5,cup(s),chopped,False
649,290,60,0.75,0.75,cup(s),or white grape juice or water,False
650,290,3334,0.5,0.5,cup(s),,False
652,290,2077,0.25,0.25,cup(s),frozen,False
653,291,3649,1.0,1.0,cup(s),,False
654,291,3334,0.33,0.33,cup(s),,False
655,291,1536,1.0,1.0,10 oz. package(s),thawed,False
657,292,3595,1.5,1.5,teaspoon(s),,False
658,292,2220,0.67,0.67,cup(s),,False
659,292,3334,0.75,0.75,cup(s),,False
660,292,351,0.75,0.75,cup(s),packed,False
661,292,3759,1.5,1.5,cup(s),,False
662,292,3021,1.0,1.0,teaspoon(s),,False
663,292,125,2.0,2.0,teaspoon(s),,False
